student_gpa_band,student_gre_band,program_id,admit_result,term
3.0-3.2,330-340,P004522,Reject,Fall 2021
3.7-3.9,320-329,P001485,Admit,Fall 2022
3.2-3.4,310-319,P004276,Admit,Fall 2021
3.0-3.2,330-340,P004685,Admit,Fall 2026
3.7-3.9,,P002806,Admit,Fall 2025
3.5-3.7,,P000450,Waitlist,Fall 2021
3.5-3.7,,P001715,Admit,Fall 2022
3.5-3.7,300-309,P002446,Reject,Fall 2026
3.4-3.5,310-319,P001771,Reject,Fall 2026
3.7-3.9,,P001041,Waitlist,Fall 2022
3.0-3.2,300-309,P004186,Reject,Fall 2025
3.4-3.5,330-340,P001410,Admit,Fall 2023
3.2-3.4,,P001966,Reject,Fall 2023
3.5-3.7,,P003365,Admit,Fall 2023
3.5-3.7,330-340,P004983,Reject,Fall 2025
3.5-3.7,330-340,P003455,Waitlist,Fall 2025
3.2-3.4,320-329,P000766,Reject,Fall 2026
3.5-3.7,,P004094,Admit,Fall 2024
3.9-4.0,310-319,P004092,Admit,Fall 2024
3.7-3.9,,P001342,Admit,Fall 2023
3.0-3.2,310-319,P000478,Reject,Fall 2026
3.5-3.7,300-309,P003930,Reject,Fall 2026
3.2-3.4,330-340,P002038,Admit,Fall 2024
3.5-3.7,320-329,P001948,Waitlist,Fall 2025
3.5-3.7,,P002897,Reject,Fall 2025
3.2-3.4,,P004029,Admit,Fall 2025
3.4-3.5,,P002589,Reject,Fall 2026
3.9-4.0,320-329,P001347,Admit,Fall 2022
3.4-3.5,320-329,P003516,Admit,Fall 2026
3.5-3.7,,P002895,Reject,Fall 2024
3.5-3.7,300-309,P003284,Reject,Fall 2026
3.7-3.9,310-319,P004657,Admit,Fall 2024
3.9-4.0,300-309,P002671,Reject,Fall 2024
3.4-3.5,,P000913,Admit,Fall 2025
3.7-3.9,300-309,P004802,Admit,Fall 2024
3.0-3.2,320-329,P004144,Reject,Fall 2023
3.9-4.0,,P001805,Admit,Fall 2025
3.5-3.7,320-329,P002222,Admit,Fall 2024
3.7-3.9,,P002149,Admit,Fall 2024
3.9-4.0,330-340,P004305,Admit,Fall 2026
3.9-4.0,310-319,P002754,Admit,Fall 2024
3.5-3.7,300-309,P004457,Reject,Fall 2023
3.2-3.4,310-319,P001094,Waitlist,Fall 2023
3.5-3.7,320-329,P001993,Admit,Fall 2024
3.5-3.7,330-340,P002366,Reject,Fall 2026
3.5-3.7,320-329,P000091,Admit,Fall 2024
3.7-3.9,330-340,P004167,Admit,Fall 2026
3.7-3.9,,P001777,Reject,Fall 2024
3.4-3.5,320-329,P003989,Admit,Fall 2025
3.2-3.4,310-319,P002091,Waitlist,Fall 2025
3.9-4.0,300-309,P004710,Reject,Fall 2025
3.0-3.2,330-340,P003592,Waitlist,Fall 2026
3.7-3.9,320-329,P000643,Waitlist,Fall 2025
3.7-3.9,330-340,P003695,Admit,Fall 2023
2.8-3.0,330-340,P003261,Admit,Fall 2025
3.7-3.9,300-309,P002678,Admit,Fall 2021
3.5-3.7,310-319,P001870,Waitlist,Fall 2024
3.0-3.2,300-309,P001848,Reject,Fall 2021
3.5-3.7,320-329,P002201,Reject,Fall 2026
3.0-3.2,330-340,P000285,Reject,Fall 2021
3.5-3.7,320-329,P001992,Reject,Fall 2026
3.9-4.0,,P000111,Reject,Fall 2026
2.8-3.0,,P004534,Reject,Fall 2025
3.2-3.4,320-329,P003864,Waitlist,Fall 2025
3.4-3.5,,P004498,Admit,Fall 2025
3.5-3.7,300-309,P003355,Admit,Fall 2026
3.9-4.0,320-329,P001792,Admit,Fall 2025
3.5-3.7,320-329,P001618,Admit,Fall 2025
3.7-3.9,,P002795,Admit,Fall 2024
3.0-3.2,310-319,P001349,Admit,Fall 2024
3.4-3.5,320-329,P004968,Reject,Fall 2026
3.5-3.7,,P000711,Waitlist,Fall 2024
3.4-3.5,330-340,P004812,Reject,Fall 2025
3.0-3.2,320-329,P004790,Reject,Fall 2026
3.5-3.7,300-309,P001670,Reject,Fall 2026
3.5-3.7,,P002846,Admit,Fall 2025
3.0-3.2,,P003848,Reject,Fall 2021
3.7-3.9,290-299,P002978,Admit,Fall 2021
3.4-3.5,300-309,P002904,Admit,Fall 2025
3.9-4.0,330-340,P003528,Admit,Fall 2026
3.5-3.7,,P001377,Reject,Fall 2026
3.5-3.7,320-329,P004117,Admit,Fall 2024
3.5-3.7,320-329,P001036,Reject,Fall 2025
3.5-3.7,320-329,P000787,Admit,Fall 2026
3.2-3.4,310-319,P002812,Admit,Fall 2021
3.4-3.5,310-319,P001886,Admit,Fall 2024
3.4-3.5,320-329,P003569,Admit,Fall 2026
3.7-3.9,310-319,P000422,Admit,Fall 2026
3.5-3.7,,P004709,Admit,Fall 2025
3.2-3.4,330-340,P002043,Reject,Fall 2021
3.9-4.0,300-309,P000725,Reject,Fall 2025
3.9-4.0,,P000227,Admit,Fall 2026
3.2-3.4,320-329,P002937,Admit,Fall 2022
3.9-4.0,300-309,P001985,Admit,Fall 2024
3.5-3.7,320-329,P003822,Admit,Fall 2025
3.7-3.9,310-319,P000122,Reject,Fall 2024
3.5-3.7,,P000757,Admit,Fall 2024
3.5-3.7,,P002589,Reject,Fall 2024
3.9-4.0,,P002738,Waitlist,Fall 2025
3.9-4.0,290-299,P003609,Reject,Fall 2025
3.5-3.7,310-319,P004651,Reject,Fall 2023
3.9-4.0,310-319,P001543,Reject,Fall 2025
3.9-4.0,300-309,P003081,Admit,Fall 2025
3.5-3.7,300-309,P004253,Reject,Fall 2026
3.4-3.5,320-329,P004104,Admit,Fall 2023
3.5-3.7,320-329,P000686,Admit,Fall 2025
3.7-3.9,320-329,P003255,Reject,Fall 2026
3.7-3.9,320-329,P002166,Waitlist,Fall 2024
3.9-4.0,310-319,P002682,Admit,Fall 2026
3.0-3.2,290-299,P000713,Admit,Fall 2022
3.5-3.7,320-329,P003208,Reject,Fall 2022
3.4-3.5,290-299,P002654,Admit,Fall 2025
2.8-3.0,320-329,P001743,Reject,Fall 2025
3.4-3.5,330-340,P000141,Waitlist,Fall 2021
3.4-3.5,310-319,P004771,Reject,Fall 2023
3.7-3.9,,P001150,Admit,Fall 2025
3.4-3.5,310-319,P001333,Reject,Fall 2024
3.9-4.0,,P003758,Admit,Fall 2024
3.5-3.7,330-340,P000618,Waitlist,Fall 2023
3.7-3.9,310-319,P004992,Reject,Fall 2025
3.7-3.9,330-340,P001996,Admit,Fall 2025
3.5-3.7,330-340,P000101,Admit,Fall 2024
3.7-3.9,330-340,P004107,Admit,Fall 2026
3.5-3.7,300-309,P004181,Admit,Fall 2025
3.9-4.0,320-329,P004624,Reject,Fall 2022
3.5-3.7,,P001926,Reject,Fall 2024
3.4-3.5,300-309,P003647,Waitlist,Fall 2025
3.4-3.5,290-299,P002190,Admit,Fall 2026
3.7-3.9,,P001344,Admit,Fall 2024
3.0-3.2,,P003385,Reject,Fall 2024
3.7-3.9,,P004206,Admit,Fall 2025
3.0-3.2,320-329,P003249,Admit,Fall 2026
3.4-3.5,320-329,P001832,Admit,Fall 2023
3.7-3.9,,P003852,Reject,Fall 2023
3.9-4.0,,P004988,Waitlist,Fall 2024
3.2-3.4,,P003514,Reject,Fall 2024
3.0-3.2,330-340,P000412,Reject,Fall 2025
3.7-3.9,300-309,P004041,Reject,Fall 2025
3.2-3.4,,P002571,Reject,Fall 2026
2.8-3.0,310-319,P000783,Waitlist,Fall 2025
3.2-3.4,320-329,P003844,Waitlist,Fall 2025
3.5-3.7,300-309,P004114,Reject,Fall 2023
3.5-3.7,300-309,P002932,Admit,Fall 2026
3.4-3.5,300-309,P002526,Reject,Fall 2026
3.7-3.9,320-329,P004633,Admit,Fall 2023
3.0-3.2,320-329,P004251,Reject,Fall 2024
3.5-3.7,310-319,P001096,Reject,Fall 2022
3.9-4.0,,P000090,Reject,Fall 2025
3.5-3.7,,P003405,Waitlist,Fall 2025
3.7-3.9,310-319,P003252,Admit,Fall 2026
3.7-3.9,,P004526,Admit,Fall 2026
3.5-3.7,320-329,P004247,Admit,Fall 2022
3.0-3.2,,P003350,Reject,Fall 2025
3.9-4.0,330-340,P004872,Admit,Fall 2023
3.4-3.5,310-319,P002884,Admit,Fall 2023
3.4-3.5,320-329,P003137,Admit,Fall 2023
3.4-3.5,330-340,P004272,Admit,Fall 2024
3.7-3.9,310-319,P004117,Admit,Fall 2024
3.5-3.7,,P004107,Admit,Fall 2025
3.2-3.4,330-340,P001303,Reject,Fall 2024
3.7-3.9,320-329,P002773,Admit,Fall 2023
3.7-3.9,300-309,P003892,Admit,Fall 2025
3.9-4.0,310-319,P004085,Admit,Fall 2026
3.7-3.9,320-329,P000237,Admit,Fall 2026
3.7-3.9,,P002515,Reject,Fall 2025
3.5-3.7,,P004304,Reject,Fall 2025
3.2-3.4,310-319,P002956,Admit,Fall 2025
3.7-3.9,310-319,P004448,Admit,Fall 2025
3.7-3.9,330-340,P004889,Admit,Fall 2022
3.5-3.7,320-329,P000804,Waitlist,Fall 2025
3.7-3.9,,P004224,Reject,Fall 2026
3.7-3.9,320-329,P003027,Reject,Fall 2024
3.7-3.9,,P001938,Reject,Fall 2022
3.2-3.4,,P003644,Reject,Fall 2023
3.7-3.9,,P004990,Admit,Fall 2024
3.5-3.7,,P004661,Reject,Fall 2024
3.5-3.7,310-319,P003595,Waitlist,Fall 2026
3.5-3.7,330-340,P002232,Admit,Fall 2025
2.8-3.0,,P004296,Reject,Fall 2024
3.2-3.4,300-309,P001767,Reject,Fall 2025
3.7-3.9,320-329,P001163,Admit,Fall 2026
3.5-3.7,320-329,P003633,Reject,Fall 2025
3.2-3.4,,P004438,Waitlist,Fall 2026
3.5-3.7,,P002107,Admit,Fall 2025
3.5-3.7,320-329,P003129,Waitlist,Fall 2026
3.7-3.9,330-340,P003492,Admit,Fall 2024
3.4-3.5,320-329,P002972,Admit,Fall 2024
3.5-3.7,300-309,P001795,Admit,Fall 2025
3.5-3.7,,P004098,Admit,Fall 2026
3.4-3.5,310-319,P002182,Admit,Fall 2026
3.5-3.7,320-329,P002461,Reject,Fall 2024
3.9-4.0,320-329,P001988,Admit,Fall 2023
3.2-3.4,,P001056,Admit,Fall 2023
3.4-3.5,310-319,P004726,Reject,Fall 2022
3.5-3.7,320-329,P001446,Reject,Fall 2023
3.7-3.9,,P004422,Reject,Fall 2022
3.7-3.9,,P001676,Reject,Fall 2023
3.5-3.7,,P000942,Admit,Fall 2025
3.4-3.5,330-340,P000294,Admit,Fall 2026
3.0-3.2,320-329,P002566,Admit,Fall 2026
3.5-3.7,330-340,P002034,Admit,Fall 2022
3.0-3.2,300-309,P001288,Admit,Fall 2025
3.7-3.9,330-340,P000006,Admit,Fall 2022
3.7-3.9,,P000318,Reject,Fall 2024
3.0-3.2,290-299,P004482,Reject,Fall 2026
3.5-3.7,320-329,P002758,Admit,Fall 2025
3.7-3.9,320-329,P001374,Waitlist,Fall 2021
3.0-3.2,,P002632,Reject,Fall 2024
2.8-3.0,,P000966,Waitlist,Fall 2026
3.9-4.0,,P003311,Reject,Fall 2025
3.7-3.9,310-319,P004978,Admit,Fall 2024
3.4-3.5,320-329,P002331,Admit,Fall 2024
3.2-3.4,320-329,P002534,Admit,Fall 2023
3.5-3.7,,P003997,Reject,Fall 2025
3.9-4.0,300-309,P004221,Reject,Fall 2026
3.7-3.9,,P001189,Admit,Fall 2025
3.7-3.9,320-329,P003310,Admit,Fall 2024
3.2-3.4,330-340,P001504,Admit,Fall 2025
3.7-3.9,320-329,P001961,Admit,Fall 2023
3.5-3.7,320-329,P002787,Admit,Fall 2022
3.5-3.7,330-340,P003371,Admit,Fall 2024
2.8-3.0,,P000910,Reject,Fall 2024
3.2-3.4,,P004906,Reject,Fall 2024
3.4-3.5,,P000863,Reject,Fall 2021
3.4-3.5,310-319,P001591,Waitlist,Fall 2024
3.2-3.4,320-329,P004605,Reject,Fall 2026
3.4-3.5,,P001251,Reject,Fall 2024
3.7-3.9,320-329,P001282,Reject,Fall 2026
3.7-3.9,290-299,P002630,Reject,Fall 2025
3.4-3.5,310-319,P001696,Reject,Fall 2025
3.5-3.7,300-309,P003084,Admit,Fall 2025
3.0-3.2,,P004222,Admit,Fall 2024
3.9-4.0,310-319,P003788,Reject,Fall 2024
3.7-3.9,320-329,P002528,Waitlist,Fall 2023
3.5-3.7,310-319,P003508,Reject,Fall 2026
3.0-3.2,,P003152,Reject,Fall 2022
3.5-3.7,,P002353,Waitlist,Fall 2024
3.5-3.7,,P002513,Admit,Fall 2026
3.7-3.9,,P004603,Reject,Fall 2026
3.7-3.9,310-319,P003993,Admit,Fall 2023
3.0-3.2,300-309,P004255,Admit,Fall 2025
3.7-3.9,330-340,P003005,Admit,Fall 2024
3.5-3.7,300-309,P004205,Admit,Fall 2026
3.7-3.9,310-319,P000511,Admit,Fall 2026
3.5-3.7,320-329,P000590,Reject,Fall 2026
3.4-3.5,,P000415,Reject,Fall 2023
3.9-4.0,,P004254,Admit,Fall 2024
3.5-3.7,,P001954,Waitlist,Fall 2025
3.4-3.5,310-319,P001526,Reject,Fall 2026
3.2-3.4,,P001554,Admit,Fall 2025
3.0-3.2,310-319,P002828,Reject,Fall 2026
3.0-3.2,310-319,P000665,Reject,Fall 2022
3.0-3.2,310-319,P002601,Reject,Fall 2023
3.7-3.9,320-329,P004936,Admit,Fall 2023
3.4-3.5,290-299,P003412,Reject,Fall 2026
2.8-3.0,310-319,P003534,Reject,Fall 2023
3.4-3.5,310-319,P003984,Waitlist,Fall 2026
3.7-3.9,320-329,P003249,Admit,Fall 2024
3.5-3.7,320-329,P003007,Admit,Fall 2025
3.7-3.9,,P000669,Admit,Fall 2021
3.7-3.9,,P000501,Reject,Fall 2024
3.0-3.2,,P002488,Reject,Fall 2026
3.5-3.7,330-340,P000518,Admit,Fall 2025
3.9-4.0,,P001334,Admit,Fall 2024
3.4-3.5,,P000864,Waitlist,Fall 2026
3.5-3.7,300-309,P003033,Admit,Fall 2025
3.4-3.5,330-340,P000444,Reject,Fall 2025
3.5-3.7,,P002062,Admit,Fall 2023
3.5-3.7,320-329,P002635,Reject,Fall 2024
3.9-4.0,,P003582,Admit,Fall 2022
3.4-3.5,,P004777,Admit,Fall 2024
2.8-3.0,320-329,P004298,Admit,Fall 2024
3.5-3.7,,P001224,Admit,Fall 2026
3.9-4.0,,P001218,Admit,Fall 2025
3.5-3.7,320-329,P000022,Waitlist,Fall 2025
3.4-3.5,310-319,P004471,Reject,Fall 2025
3.4-3.5,,P001318,Admit,Fall 2026
3.5-3.7,320-329,P001823,Admit,Fall 2023
3.2-3.4,300-309,P002791,Admit,Fall 2025
3.2-3.4,,P000456,Reject,Fall 2025
3.5-3.7,300-309,P000301,Admit,Fall 2025
3.7-3.9,330-340,P000155,Admit,Fall 2026
3.0-3.2,300-309,P003743,Reject,Fall 2026
3.5-3.7,,P004414,Admit,Fall 2025
3.7-3.9,320-329,P000312,Admit,Fall 2024
3.7-3.9,,P003673,Reject,Fall 2024
3.4-3.5,,P000372,Waitlist,Fall 2024
2.8-3.0,,P004368,Admit,Fall 2025
3.7-3.9,,P004324,Waitlist,Fall 2026
3.4-3.5,330-340,P004021,Reject,Fall 2026
3.5-3.7,310-319,P003734,Admit,Fall 2025
3.5-3.7,,P001609,Admit,Fall 2025
3.5-3.7,,P004592,Reject,Fall 2026
3.2-3.4,290-299,P002123,Reject,Fall 2025
3.5-3.7,,P002056,Reject,Fall 2026
3.7-3.9,300-309,P002993,Reject,Fall 2023
3.5-3.7,290-299,P000634,Admit,Fall 2023
3.2-3.4,310-319,P003513,Waitlist,Fall 2025
3.5-3.7,300-309,P000282,Reject,Fall 2025
3.4-3.5,,P004244,Reject,Fall 2025
3.5-3.7,300-309,P000414,Admit,Fall 2025
3.4-3.5,330-340,P004204,Reject,Fall 2024
3.4-3.5,310-319,P002796,Reject,Fall 2022
3.0-3.2,300-309,P002930,Reject,Fall 2023
3.9-4.0,330-340,P001868,Admit,Fall 2021
3.7-3.9,330-340,P001096,Admit,Fall 2024
3.5-3.7,,P001748,Admit,Fall 2021
3.7-3.9,,P000425,Reject,Fall 2026
3.9-4.0,310-319,P004746,Reject,Fall 2026
3.7-3.9,310-319,P002487,Admit,Fall 2021
3.2-3.4,,P001034,Admit,Fall 2023
3.9-4.0,300-309,P000417,Admit,Fall 2026
3.2-3.4,,P003075,Reject,Fall 2023
3.4-3.5,310-319,P001437,Reject,Fall 2025
3.2-3.4,,P000270,Reject,Fall 2023
3.7-3.9,310-319,P002291,Admit,Fall 2026
2.8-3.0,310-319,P003125,Reject,Fall 2025
3.9-4.0,310-319,P003917,Admit,Fall 2025
3.5-3.7,,P004944,Reject,Fall 2023
3.7-3.9,320-329,P004041,Admit,Fall 2026
3.0-3.2,,P004532,Reject,Fall 2025
3.7-3.9,320-329,P000589,Admit,Fall 2022
3.5-3.7,,P000888,Admit,Fall 2024
3.4-3.5,310-319,P001057,Admit,Fall 2024
3.7-3.9,310-319,P000031,Reject,Fall 2025
3.0-3.2,310-319,P004726,Reject,Fall 2025
3.4-3.5,320-329,P001503,Admit,Fall 2024
3.5-3.7,320-329,P003946,Waitlist,Fall 2025
3.7-3.9,,P001793,Admit,Fall 2021
3.5-3.7,320-329,P000366,Admit,Fall 2025
3.5-3.7,300-309,P000194,Admit,Fall 2025
3.5-3.7,320-329,P004286,Admit,Fall 2023
3.4-3.5,310-319,P004713,Admit,Fall 2024
3.4-3.5,290-299,P000638,Admit,Fall 2026
3.5-3.7,,P004045,Reject,Fall 2022
3.2-3.4,300-309,P003684,Admit,Fall 2026
3.7-3.9,,P002837,Admit,Fall 2022
3.7-3.9,,P001917,Admit,Fall 2024
3.5-3.7,310-319,P003116,Reject,Fall 2021
3.2-3.4,310-319,P004602,Waitlist,Fall 2024
3.5-3.7,310-319,P001964,Admit,Fall 2025
2.8-3.0,310-319,P000088,Reject,Fall 2026
3.2-3.4,310-319,P004025,Admit,Fall 2023
3.5-3.7,,P000222,Reject,Fall 2025
3.4-3.5,,P002736,Waitlist,Fall 2025
3.4-3.5,,P002690,Admit,Fall 2026
3.5-3.7,310-319,P000275,Waitlist,Fall 2022
3.2-3.4,,P000212,Waitlist,Fall 2026
3.2-3.4,,P003161,Admit,Fall 2024
3.5-3.7,,P004034,Admit,Fall 2026
2.8-3.0,,P003922,Reject,Fall 2021
3.7-3.9,,P003695,Admit,Fall 2021
3.5-3.7,320-329,P001610,Waitlist,Fall 2026
3.5-3.7,310-319,P004068,Reject,Fall 2024
3.5-3.7,310-319,P002441,Admit,Fall 2023
3.9-4.0,,P002065,Admit,Fall 2023
3.4-3.5,300-309,P004236,Reject,Fall 2024
3.5-3.7,330-340,P004306,Admit,Fall 2025
3.7-3.9,320-329,P004195,Admit,Fall 2025
3.7-3.9,310-319,P002030,Admit,Fall 2026
3.5-3.7,,P003532,Admit,Fall 2026
3.5-3.7,330-340,P004112,Admit,Fall 2025
3.2-3.4,320-329,P001086,Reject,Fall 2025
3.0-3.2,290-299,P002332,Reject,Fall 2026
3.7-3.9,320-329,P002875,Admit,Fall 2023
3.7-3.9,330-340,P000392,Admit,Fall 2023
3.2-3.4,310-319,P003803,Admit,Fall 2024
3.7-3.9,,P000374,Reject,Fall 2023
3.5-3.7,320-329,P001775,Admit,Fall 2026
3.9-4.0,310-319,P000504,Admit,Fall 2026
3.9-4.0,310-319,P000978,Admit,Fall 2026
3.5-3.7,,P001694,Admit,Fall 2022
3.7-3.9,310-319,P001041,Reject,Fall 2024
3.2-3.4,,P004703,Reject,Fall 2024
3.9-4.0,,P003282,Reject,Fall 2021
3.7-3.9,320-329,P002689,Admit,Fall 2021
3.5-3.7,,P002266,Reject,Fall 2022
3.5-3.7,320-329,P000397,Reject,Fall 2025
3.5-3.7,320-329,P003984,Reject,Fall 2026
3.5-3.7,300-309,P001727,Admit,Fall 2024
3.2-3.4,,P002596,Reject,Fall 2026
3.5-3.7,,P004287,Admit,Fall 2026
3.2-3.4,,P000042,Reject,Fall 2026
3.7-3.9,310-319,P002429,Reject,Fall 2023
3.0-3.2,300-309,P002673,Admit,Fall 2025
3.4-3.5,300-309,P001204,Waitlist,Fall 2024
3.7-3.9,310-319,P000641,Admit,Fall 2023
3.9-4.0,320-329,P004666,Admit,Fall 2026
3.9-4.0,,P002756,Reject,Fall 2025
3.9-4.0,320-329,P000446,Reject,Fall 2021
3.7-3.9,,P001210,Reject,Fall 2025
3.5-3.7,,P004761,Reject,Fall 2026
3.2-3.4,,P004211,Admit,Fall 2026
3.5-3.7,320-329,P004242,Admit,Fall 2025
3.4-3.5,,P001243,Admit,Fall 2024
3.7-3.9,,P002486,Admit,Fall 2024
3.2-3.4,320-329,P004090,Reject,Fall 2025
3.4-3.5,,P000869,Reject,Fall 2024
3.7-3.9,320-329,P001366,Waitlist,Fall 2022
3.9-4.0,310-319,P002378,Reject,Fall 2026
3.2-3.4,,P000342,Admit,Fall 2025
3.7-3.9,,P002507,Admit,Fall 2023
3.5-3.7,320-329,P003146,Admit,Fall 2026
3.7-3.9,310-319,P003032,Reject,Fall 2023
3.5-3.7,310-319,P004933,Reject,Fall 2026
3.0-3.2,,P003588,Reject,Fall 2025
3.5-3.7,,P002253,Admit,Fall 2024
3.7-3.9,310-319,P004012,Admit,Fall 2022
3.4-3.5,320-329,P003351,Reject,Fall 2024
3.2-3.4,320-329,P000394,Reject,Fall 2024
3.5-3.7,320-329,P003401,Admit,Fall 2023
3.9-4.0,290-299,P002945,Reject,Fall 2023
3.5-3.7,320-329,P002065,Reject,Fall 2024
3.7-3.9,320-329,P002697,Reject,Fall 2025
3.5-3.7,320-329,P000047,Reject,Fall 2022
3.4-3.5,,P001228,Admit,Fall 2021
3.7-3.9,,P002471,Admit,Fall 2026
3.7-3.9,,P003722,Reject,Fall 2024
3.7-3.9,,P004911,Admit,Fall 2026
3.9-4.0,310-319,P002832,Admit,Fall 2021
3.4-3.5,300-309,P004692,Reject,Fall 2024
3.2-3.4,330-340,P004629,Admit,Fall 2024
3.2-3.4,310-319,P001143,Reject,Fall 2026
3.7-3.9,320-329,P002690,Reject,Fall 2025
3.7-3.9,330-340,P004648,Admit,Fall 2025
3.4-3.5,320-329,P001827,Reject,Fall 2026
2.8-3.0,,P002897,Reject,Fall 2026
3.7-3.9,310-319,P002612,Admit,Fall 2025
3.5-3.7,,P003405,Reject,Fall 2025
3.5-3.7,330-340,P002446,Admit,Fall 2026
3.9-4.0,320-329,P002510,Admit,Fall 2021
3.2-3.4,330-340,P002707,Admit,Fall 2024
3.5-3.7,310-319,P000224,Reject,Fall 2023
3.2-3.4,310-319,P001692,Admit,Fall 2025
3.5-3.7,,P004922,Reject,Fall 2026
3.2-3.4,,P000313,Admit,Fall 2021
3.5-3.7,,P000903,Reject,Fall 2025
3.7-3.9,320-329,P000858,Reject,Fall 2026
3.4-3.5,320-329,P004301,Reject,Fall 2026
3.2-3.4,,P000942,Admit,Fall 2026
3.2-3.4,300-309,P000932,Admit,Fall 2023
3.7-3.9,320-329,P002628,Admit,Fall 2024
3.0-3.2,300-309,P002274,Waitlist,Fall 2026
3.5-3.7,,P003269,Reject,Fall 2022
3.0-3.2,320-329,P001231,Admit,Fall 2024
3.5-3.7,330-340,P000734,Reject,Fall 2024
3.7-3.9,300-309,P000815,Admit,Fall 2025
3.9-4.0,310-319,P001204,Admit,Fall 2026
3.5-3.7,330-340,P000969,Admit,Fall 2024
3.7-3.9,,P001581,Admit,Fall 2023
3.9-4.0,300-309,P002230,Admit,Fall 2025
3.5-3.7,290-299,P004625,Admit,Fall 2025
3.5-3.7,310-319,P001162,Admit,Fall 2026
3.4-3.5,,P003088,Admit,Fall 2025
3.2-3.4,,P000436,Admit,Fall 2026
3.7-3.9,,P002694,Admit,Fall 2026
3.7-3.9,310-319,P002571,Admit,Fall 2024
3.2-3.4,,P003873,Reject,Fall 2021
3.9-4.0,310-319,P003611,Reject,Fall 2023
3.5-3.7,310-319,P002156,Admit,Fall 2024
3.5-3.7,320-329,P000836,Waitlist,Fall 2025
3.5-3.7,320-329,P002027,Waitlist,Fall 2026
3.2-3.4,330-340,P002646,Reject,Fall 2026
3.7-3.9,300-309,P004575,Admit,Fall 2024
3.0-3.2,,P001971,Reject,Fall 2026
3.5-3.7,320-329,P004082,Waitlist,Fall 2024
3.5-3.7,,P001662,Reject,Fall 2022
3.4-3.5,,P000146,Admit,Fall 2021
3.5-3.7,,P001456,Reject,Fall 2021
3.7-3.9,320-329,P000767,Admit,Fall 2025
3.7-3.9,330-340,P001926,Admit,Fall 2024
3.0-3.2,310-319,P002011,Reject,Fall 2026
3.4-3.5,320-329,P000001,Admit,Fall 2024
3.7-3.9,,P000355,Waitlist,Fall 2025
3.7-3.9,310-319,P002202,Reject,Fall 2021
3.0-3.2,310-319,P003047,Reject,Fall 2025
3.5-3.7,,P000769,Reject,Fall 2022
3.4-3.5,,P004036,Waitlist,Fall 2026
3.9-4.0,,P000488,Admit,Fall 2021
3.7-3.9,310-319,P001550,Admit,Fall 2025
3.7-3.9,320-329,P004895,Admit,Fall 2025
3.9-4.0,,P003593,Reject,Fall 2026
3.0-3.2,320-329,P001312,Admit,Fall 2025
3.2-3.4,,P002587,Reject,Fall 2023
3.7-3.9,,P003692,Admit,Fall 2026
3.5-3.7,,P002574,Admit,Fall 2026
3.2-3.4,,P000143,Reject,Fall 2026
3.2-3.4,320-329,P001212,Admit,Fall 2026
3.5-3.7,310-319,P004522,Reject,Fall 2025
3.4-3.5,,P000622,Reject,Fall 2025
3.2-3.4,310-319,P000963,Reject,Fall 2025
3.5-3.7,310-319,P001349,Reject,Fall 2026
3.4-3.5,320-329,P004173,Waitlist,Fall 2025
3.7-3.9,,P003067,Admit,Fall 2026
3.4-3.5,330-340,P003771,Admit,Fall 2023
3.7-3.9,320-329,P001195,Reject,Fall 2026
3.7-3.9,320-329,P003307,Reject,Fall 2026
3.5-3.7,310-319,P001188,Admit,Fall 2026
3.7-3.9,330-340,P003906,Reject,Fall 2021
3.7-3.9,,P001328,Admit,Fall 2026
2.8-3.0,320-329,P000064,Reject,Fall 2026
3.9-4.0,,P000445,Admit,Fall 2024
3.9-4.0,,P000988,Admit,Fall 2024
3.5-3.7,,P004188,Reject,Fall 2026
3.0-3.2,,P001941,Reject,Fall 2024
3.7-3.9,,P002903,Reject,Fall 2026
3.9-4.0,,P004954,Admit,Fall 2022
3.9-4.0,330-340,P001998,Waitlist,Fall 2026
3.9-4.0,330-340,P004351,Admit,Fall 2024
3.7-3.9,290-299,P003288,Admit,Fall 2025
3.5-3.7,330-340,P000472,Reject,Fall 2025
2.8-3.0,,P001078,Reject,Fall 2023
3.4-3.5,310-319,P004316,Admit,Fall 2026
3.0-3.2,,P002837,Reject,Fall 2023
3.7-3.9,,P003852,Admit,Fall 2024
3.5-3.7,320-329,P004130,Admit,Fall 2024
3.2-3.4,330-340,P000427,Reject,Fall 2024
3.2-3.4,310-319,P000930,Admit,Fall 2024
3.0-3.2,,P004785,Reject,Fall 2024
3.9-4.0,300-309,P003568,Admit,Fall 2024
3.9-4.0,310-319,P002292,Reject,Fall 2024
3.5-3.7,,P000674,Waitlist,Fall 2025
3.5-3.7,,P003563,Admit,Fall 2025
3.4-3.5,310-319,P001691,Waitlist,Fall 2024
3.2-3.4,,P001389,Admit,Fall 2024
3.5-3.7,310-319,P000714,Admit,Fall 2026
3.2-3.4,300-309,P000561,Waitlist,Fall 2026
3.2-3.4,,P003052,Reject,Fall 2026
3.0-3.2,310-319,P001194,Reject,Fall 2024
3.5-3.7,,P001998,Reject,Fall 2026
3.2-3.4,320-329,P002050,Reject,Fall 2025
3.5-3.7,310-319,P004213,Waitlist,Fall 2026
3.9-4.0,310-319,P001533,Admit,Fall 2026
3.0-3.2,310-319,P003556,Admit,Fall 2024
